,name,artists,genre,spotifyID,lyrics
The town is exactly fifty houses, trailers, stores, and miscellaneous buildings long, but in places no streets deep. It takes on width as you drive south, always adding to the east. Most of the dwellings are fairly spacious farm houses in the customary white, with wide wraparound porches and tall narrow windows, though there are many of the grander kind—fretted, scalloped, turreted, and decorated with clapboards set at angles or on end, with stained-glass windows at the stair landings and lots of wrought iron full of fancy curls—and a few of these look like castles in their rarer brick. Old stables serve as garages now, and the lots are large to contain them and the vegetable and flower gardens which, ultimately, widows plant and weed and then entirely disappear in. The shade is ample, the grass is good, the sky a glorious fall violet; the apple trees are heavy and red, the roads are calm and empty; corn has sifted from the chains of tractored wagons to speckle the streets with gold and with the russet fragments of the cob, and a man would be a fool who wanted, blessed with this, to live anywhere else in the world.

Education

Buses like great orange animals move through the early light to school. There the children will be taught to read and warned against Communism By Miss Janet Jakes. That’s not her name. Her name is Helen something—Scott or James. A teacher twenty years. She’s now worn fine and smooth, and has a face, Wilfred says, like a mail-order ax. Her voice is hoarse, and she has a cough. For she screams abuse. The children stare, their faces blank. This is the thirteenth week. They are used to it. You will all, she shouts, you will all draw pictures of me. No. She is a Mrs.—someone’s missus. And in silence they set to work while Miss Jakes jabs hairpins in her hair. Wilfred says an ax, but she has those rimless tinted glasses, graying hair, an almost dimpled chin. I must concentrate. I must stop making up things. I must give myself to live; let it mold me: that’s what they say in Wisdom’s Monthly Digest every day. Enough, enough—you’ve been at it long enough; and the children rise formally a row at a time to present their work to her desk. No, she wears rims; it’s her chin that’s dimple-less. Well, it will take more than a tablespoon for features to sweeten that face. So she grimly shuffles their sheets, examines her reflection crayoned on them. I would not dare…allow a child…to put a line around me. Though now and then she smiles like a nick in the blade, in the end these drawings depress her. I could not bear it—how can she ask?—that anyone…draw me. Her anger’s lit. That’ why she does it: flame. There go her eyes; the pink in her glasses brightens, dims. She is a pumpkin, and her rage is breathing like the candle in. No, she shouts, no—the cartoon trembling—no, John Mauck, John Stewart Mauck, this will not do. The picture flutters from her fingers. You’ve made me too muscular.
I work on my poetry. I remember my friends, associates, my students, by their names. Their names are Maypop, Dormouse, Upsydaisy. Their names are Gladiolus, Callow Bladder, Prince and Princess Oleo, Hieronymus, Cardinal Mummum, Mr. Fitchew, The Silken Howdah, Spot. Sometimes you’re Tom Sawyer, Huckleberry Finn; it is perpetually summer; your buttocks are my pillow; we are adrift on a raft; your back is our river. Sometimes you are Major Barbara, sometimes a goddess who kills men in battle, sometimes you are soft like a shower of water; you are bread in my mouth.
I do not work on my poetry. I forget my friends, associates, my students, and their names: Gramophone, Blowgun, Pickle, Serenade…Marge the now in B, in Indiana: out of job and out of patience, out of love and time and money, out of bread and out of body, in a temper, Mrs. Desmond, out of tea. So shut your fist up, bitch, you bag of death; go bang another door; go die, my dearie. Die, life-deaf old lady. Spill your breath. Fall over like a frozen board. Gray hair grows from the nose of your mind. You are a skull already—memento mori—the foreskin retracts from your teeth. Will your plastic gums last longer than your bones, and color their grinning? And is………bitch. I wanted to be famous, but you bring me age—my emptiness. Was is that which I thought would balloon me above the rest? Love? where are you?...love me. I want to rise so high, I said, that when I shit I won’t miss anybody.

Business

For most people, business is poor. Nearby cities have siphoned off all but a neighborhood trade. Except for feed and grain and farm supplies, you stand a chance to sell only what one runs out to buy. Chevrolet has quit, and Frigidaire. A locker plant has left its afterimage. The lumberyard has been, so far, six months about its going. Gas stations change hands clumsily, a restaurant becomes available, a grocery closes. One day they came and knocked the cornices from the watch repair and pasted campaign posters on the windows. Torn across, by now, by boys, they urge you still to vote for half an orange beblazoned man who as a while one failed two years ago to win at his election. Everywhere, in this manner, the past speaks, and it mostly speaks of failure. The empty stores, the old signs and dusty fixtures, the debris in alleys, the flaking paint and rusty gutters, the heavy locks and sagging boards: they say the same disagreeable things. What do the sightless windows see, I wonder, when the sun throws a passerby against them? Here a stair unfolds toward the street—dark, rickety, and treacherous—and I always feel, ad I pass it, that if I just went carefully up and turned the corner at the landing, I would find myself out of the world. But I’ve never had the courage.

That Same Person

The weeds catch up with Billy. In pursuit of the hollyhocks, they rise in coarse clumps all around the front of his house. Billy has to stamp down a circle by his door like a dog or cat does turning round to nest up, they’re so thick. What particularly troubles me is that winter will find the weeds still standing stiff and tindery to take the sparks which Billy’s little mortarless chimney spouts. It’s true that fires are fun here. The town whistle, which otherwise only blows for noon (and there’s no noon on Sunday), signals the direction of the fire by the length and number of its blasts, the volunteer firemen rush past in their cars and trucks, houses empty their owners along the street every time like an illustration in a children’s book. There are many bikes, too, and barking dogs, and sometimes—halleluiah—the fire’s right here in town—a vacant lot of weeds and stubble flaming up. But I’d rather it weren’t Billy or Billy’s lot or house. Quite selfishly I want him to remain the way he is—counting his sticks and logs, sitting on his sill in the soft early sun—though I’m not sure what his presence means to me…or to anyone. Nevertheless, I keep wondering whether, given time, I might not someday find a figure in out language which would serve him faithfully, and furnish his poverty and loneliness richly out.

Wires

Where sparrows sit like fists. Doves fly the steeple. In mist the wires change perspective, rise and twist. If they led to you, I would know what they were. Thoughts passing often, like the starlings who flock these fields at evening to sleep in the trees beyond, would form a family of paths like this; they’d foot down the natural height of air to just about a bird’s perch. But they do not lead to you.

Of whose beauty it was sung.
She shall make the old man young.

They fasten me.
If I walked straight on, in my present mood, I would reach the Wabash. It’s not a mood in which I’d choose to conjure you. Similes dangle like baubles from me. This time of year the river is slow and shallow, the clay banks crack in the sun, weeds surprise the sandbars. The air is moist and I am sweating. It’s impossible to rhyme in this dust. Everything—sky, the cornfield, stump, wild daisies, my old clothes and pressless feelings—seem fabricated for installment purchase. Yes. Christ. I am suffering a summer Christmas; and I cannot walk under the wires. The sparrows scatter like handfuls of gravel. Really, wires are voices in thin stripes. They are words wound in cables. Bars of connection.

Weather

I would rather it were the weather that was to blame for what I am and what my friends and neighbors are—we who live here in the heart of the country. Better the weather, the wind, the pale dying snow…the snow—why not the snow? There’s never much really, not around the lover Lakes anyway, not enough to boast about, not enough to be useful. My father tells how the snow in the Dakotas would sweep to the roofs of the barns in the old days, and he and his friends would sled on the crust that would form because the snow was so fiercely driven. In Bemidji trees have been known to explode. That would be something—if the trees in Davenport or Francisville or Carbondale or Niles were to do blam some winter—blam! blam! blam! All the way down the gray, cindery, snow-sick streets.
